timesp,src_ip,dest_ip,proto,src_port,dest_port,packet_length,labeltam
2025-04-28T20:52:50.333286+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,9153.0,53.0,,normal
2025-04-28T20:52:50.324123+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,4371.0,53.0,,normal
2025-04-28T20:52:50.334119+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2404:6800:4007:080a:0000:0000:0000:200a,UDP,51447.0,443.0,,normal
2025-04-28T20:52:50.324186+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,28909.0,53.0,,normal
2025-04-28T20:52:50.334120+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2404:6800:4007:080a:0000:0000:0000:200a,UDP,51447.0,443.0,,normal
2025-04-28T20:52:50.239633+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,15370.0,53.0,,normal
2025-04-28T20:52:50.243207+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,15370.0,53.0,,normal
2025-04-28T20:52:50.283423+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,1707.0,53.0,,normal
2025-04-28T20:52:50.334138+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2404:6800:4007:080a:0000:0000:0000:200a,UDP,51447.0,443.0,,normal
2025-04-28T20:52:50.285904+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,16075.0,53.0,,normal
2025-04-28T20:52:50.293632+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,1707.0,53.0,,normal
2025-04-28T20:52:50.293632+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,16075.0,53.0,,normal
2025-04-28T20:52:50.335490+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2404:6800:4007:081d:0000:0000:0000:2003,UDP,57574.0,443.0,,normal
2025-04-28T20:52:50.240001+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,51257.0,53.0,,normal
2025-04-28T20:52:50.246600+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,51257.0,53.0,,normal
2025-04-28T20:52:50.449104+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,28135.0,53.0,,normal
2025-04-28T20:52:50.283377+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,33284.0,53.0,,normal
2025-04-28T20:52:50.453662+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,28135.0,53.0,,normal
2025-04-28T20:52:50.327960+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,61851.0,53.0,,normal
2025-04-28T20:52:50.683039+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,30468.0,53.0,,normal
2025-04-28T20:52:50.335124+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,61851.0,53.0,,normal
2025-04-28T20:52:50.449196+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,18533.0,53.0,,normal
2025-04-28T20:52:50.335492+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2404:6800:4007:081d:0000:0000:0000:2003,UDP,57574.0,443.0,,normal
2025-04-28T20:52:50.453662+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,18533.0,53.0,,normal
2025-04-28T20:52:50.285922+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,20033.0,53.0,,normal
2025-04-28T20:52:50.293633+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,20033.0,53.0,,normal
2025-04-28T20:52:50.335509+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2404:6800:4007:081d:0000:0000:0000:2003,UDP,57574.0,443.0,,normal
2025-04-28T20:52:50.355900+0530,2404:6800:4007:080a:0000:0000:0000:200a,2401:4900:1c26:50d3:6516:abab:079d:7ce7,UDP,443.0,51447.0,,normal
2025-04-28T20:52:50.355900+0530,2404:6800:4007:081d:0000:0000:0000:2003,2401:4900:1c26:50d3:6516:abab:079d:7ce7,UDP,443.0,57574.0,,normal
2025-04-28T20:52:50.294144+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2404:6800:4009:0823:0000:0000:0000:2006,UDP,63307.0,443.0,,normal
2025-04-28T20:52:50.355901+0530,2404:6800:4007:081d:0000:0000:0000:2003,2401:4900:1c26:50d3:6516:abab:079d:7ce7,UDP,443.0,57574.0,,normal
2025-04-28T20:52:50.355901+0530,2404:6800:4007:080a:0000:0000:0000:200a,2401:4900:1c26:50d3:6516:abab:079d:7ce7,UDP,443.0,51447.0,,normal
2025-04-28T20:52:50.355901+0530,2404:6800:4007:081d:0000:0000:0000:2003,2401:4900:1c26:50d3:6516:abab:079d:7ce7,UDP,443.0,57574.0,,normal
2025-04-28T20:52:50.294167+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2404:6800:4009:0823:0000:0000:0000:2006,UDP,63307.0,443.0,,normal
2025-04-28T20:52:50.355902+0530,2404:6800:4007:081d:0000:0000:0000:2003,2401:4900:1c26:50d3:6516:abab:079d:7ce7,UDP,443.0,57574.0,,normal
2025-04-28T20:52:50.283447+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,2913.0,53.0,,normal
2025-04-28T20:52:50.293631+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,33284.0,53.0,,normal
2025-04-28T20:52:50.324223+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,44631.0,53.0,,normal
2025-04-28T20:52:50.293634+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,2913.0,53.0,,normal
2025-04-28T20:52:50.333282+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,4371.0,53.0,,normal
2025-04-28T20:52:50.294490+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2404:6800:4009:0830:0000:0000:0000:2002,UDP,55630.0,443.0,,normal
2025-04-28T20:52:50.333284+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,28909.0,53.0,,normal
2025-04-28T20:52:50.333285+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,44631.0,53.0,,normal
2025-04-28T20:52:50.294491+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2404:6800:4009:0830:0000:0000:0000:2002,UDP,55630.0,443.0,,normal
2025-04-28T20:52:50.294502+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2404:6800:4009:0830:0000:0000:0000:2002,UDP,55630.0,443.0,,normal
2025-04-28T20:52:50.326852+0530,2404:6800:4009:0830:0000:0000:0000:2002,2401:4900:1c26:50d3:6516:abab:079d:7ce7,UDP,443.0,55630.0,,normal
2025-04-28T20:52:50.365487+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2404:6800:4009:0813:0000:0000:0000:2016,TCP,53527.0,443.0,,normal
2025-04-28T20:52:50.326852+0530,2404:6800:4009:0830:0000:0000:0000:2002,2401:4900:1c26:50d3:6516:abab:079d:7ce7,UDP,443.0,55630.0,,normal
2025-04-28T20:52:50.326853+0530,2404:6800:4009:0830:0000:0000:0000:2002,2401:4900:1c26:50d3:6516:abab:079d:7ce7,UDP,443.0,55630.0,,normal
2025-04-28T20:52:50.326853+0530,2404:6800:4009:0830:0000:0000:0000:2002,2401:4900:1c26:50d3:6516:abab:079d:7ce7,UDP,443.0,55630.0,,normal
2025-04-28T20:52:50.454253+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2404:6800:4007:082d:0000:0000:0000:200e,UDP,56559.0,443.0,,normal
2025-04-28T20:52:50.327932+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,20667.0,53.0,,normal
2025-04-28T20:52:50.335125+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,20667.0,53.0,,normal
2025-04-28T20:52:50.454270+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2404:6800:4007:082d:0000:0000:0000:200e,UDP,56559.0,443.0,,normal
2025-04-28T20:52:50.382486+0530,2404:6800:4009:0830:0000:0000:0000:2002,2401:4900:1c26:50d3:6516:abab:079d:7ce7,UDP,443.0,55630.0,,normal
2025-04-28T20:52:50.474009+0530,2404:6800:4007:082d:0000:0000:0000:200e,2401:4900:1c26:50d3:6516:abab:079d:7ce7,UDP,443.0,56559.0,,normal
2025-04-28T20:52:50.474009+0530,2404:6800:4007:082d:0000:0000:0000:200e,2401:4900:1c26:50d3:6516:abab:079d:7ce7,UDP,443.0,56559.0,,normal
2025-04-28T20:52:50.387473+0530,2404:6800:4009:0830:0000:0000:0000:2002,2401:4900:1c26:50d3:6516:abab:079d:7ce7,UDP,443.0,55630.0,,normal
2025-04-28T20:52:50.606990+0530,2404:6800:4007:082d:0000:0000:0000:200e,2401:4900:1c26:50d3:6516:abab:079d:7ce7,UDP,443.0,56559.0,,normal
2025-04-28T20:52:50.606991+0530,2404:6800:4007:082d:0000:0000:0000:200e,2401:4900:1c26:50d3:6516:abab:079d:7ce7,UDP,443.0,56559.0,,normal
2025-04-28T20:52:50.609545+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2404:6800:4007:082d:0000:0000:0000:200e,UDP,53515.0,443.0,,normal
2025-04-28T20:52:50.682983+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,50398.0,53.0,,normal
2025-04-28T20:52:50.683060+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,35926.0,53.0,,normal
2025-04-28T20:52:50.320453+0530,2404:6800:4009:0823:0000:0000:0000:2006,2401:4900:1c26:50d3:6516:abab:079d:7ce7,UDP,443.0,63307.0,,normal
2025-04-28T20:52:50.688571+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,35926.0,53.0,,normal
2025-04-28T20:52:50.320454+0530,2404:6800:4009:0823:0000:0000:0000:2006,2401:4900:1c26:50d3:6516:abab:079d:7ce7,UDP,443.0,63307.0,,normal
2025-04-28T20:52:50.355902+0530,2404:6800:4007:080a:0000:0000:0000:200a,2401:4900:1c26:50d3:6516:abab:079d:7ce7,UDP,443.0,51447.0,,normal
2025-04-28T20:52:50.377481+0530,2404:6800:4009:0823:0000:0000:0000:2006,2401:4900:1c26:50d3:6516:abab:079d:7ce7,UDP,443.0,63307.0,,normal
2025-04-28T20:52:50.688572+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,30468.0,53.0,,normal
2025-04-28T20:52:50.380411+0530,2404:6800:4009:0823:0000:0000:0000:2006,2401:4900:1c26:50d3:6516:abab:079d:7ce7,UDP,443.0,63307.0,,normal
2025-04-28T20:52:50.688689+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,50398.0,53.0,,normal
2025-04-28T20:52:50.355903+0530,2404:6800:4007:080a:0000:0000:0000:200a,2401:4900:1c26:50d3:6516:abab:079d:7ce7,UDP,443.0,51447.0,,normal
2025-04-28T20:52:50.449152+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,39918.0,53.0,,normal
2025-04-28T20:52:50.355904+0530,2404:6800:4007:080a:0000:0000:0000:200a,2401:4900:1c26:50d3:6516:abab:079d:7ce7,UDP,443.0,51447.0,,normal
2025-04-28T20:52:50.453663+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,39918.0,53.0,,normal
2025-04-28T20:52:50.609557+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2404:6800:4007:082d:0000:0000:0000:200e,UDP,53515.0,443.0,,normal
2025-04-28T20:52:50.625804+0530,2404:6800:4007:082d:0000:0000:0000:200e,2401:4900:1c26:50d3:6516:abab:079d:7ce7,UDP,443.0,53515.0,,normal
2025-04-28T20:52:50.625804+0530,2404:6800:4007:082d:0000:0000:0000:200e,2401:4900:1c26:50d3:6516:abab:079d:7ce7,UDP,443.0,53515.0,,normal
2025-04-28T20:52:50.387993+0530,2404:6800:4007:081d:0000:0000:0000:2003,2401:4900:1c26:50d3:6516:abab:079d:7ce7,UDP,443.0,57574.0,,normal
2025-04-28T20:52:50.659611+0530,2404:6800:4007:082d:0000:0000:0000:200e,2401:4900:1c26:50d3:6516:abab:079d:7ce7,UDP,443.0,53515.0,,normal
2025-04-28T20:52:50.816601+0530,,,,,,,normal
2025-04-28T20:52:53.664849+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0280,UDP,13134.0,53.0,,normal
2025-04-28T20:52:53.452920+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,9479.0,53.0,,normal
2025-04-28T20:52:53.452826+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,24601.0,53.0,,normal
2025-04-28T20:52:53.453023+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,59675.0,53.0,,normal
2025-04-28T20:52:53.458945+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2404:6800:4009:0823:0000:0000:0000:200e,UDP,51587.0,443.0,,normal
2025-04-28T20:52:53.457585+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,24601.0,53.0,,normal
2025-04-28T20:52:53.457584+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,9479.0,53.0,,normal
2025-04-28T20:52:53.457586+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,59675.0,53.0,,normal
2025-04-28T20:52:53.458970+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2404:6800:4009:0823:0000:0000:0000:200e,UDP,51587.0,443.0,,normal
2025-04-28T20:52:53.487435+0530,2404:6800:4009:0823:0000:0000:0000:200e,2401:4900:1c26:50d3:6516:abab:079d:7ce7,UDP,443.0,51587.0,,normal
2025-04-28T20:52:53.487440+0530,2404:6800:4009:0823:0000:0000:0000:200e,2401:4900:1c26:50d3:6516:abab:079d:7ce7,UDP,443.0,51587.0,,normal
2025-04-28T20:52:53.544699+0530,2404:6800:4009:0823:0000:0000:0000:200e,2401:4900:1c26:50d3:6516:abab:079d:7ce7,UDP,443.0,51587.0,,normal
2025-04-28T20:52:53.547182+0530,2404:6800:4009:0823:0000:0000:0000:200e,2401:4900:1c26:50d3:6516:abab:079d:7ce7,UDP,443.0,51587.0,,normal
2025-04-28T20:52:53.777933+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,27900.0,53.0,,normal
2025-04-28T20:52:53.778245+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,45649.0,53.0,,normal
2025-04-28T20:52:53.777679+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,51895.0,53.0,,normal
2025-04-28T20:52:53.783260+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,27900.0,53.0,,normal
2025-04-28T20:52:53.778111+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,32938.0,53.0,,normal
2025-04-28T20:52:53.783263+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,45649.0,53.0,,normal
2025-04-28T20:52:53.777839+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,20667.0,53.0,,normal
2025-04-28T20:52:53.778333+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,33826.0,53.0,,normal
2025-04-28T20:52:53.783262+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,51895.0,53.0,,normal
2025-04-28T20:52:53.788742+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2404:6800:4007:082a:0000:0000:0000:2003,UDP,65140.0,443.0,,normal
2025-04-28T20:52:53.783471+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,20667.0,53.0,,normal
2025-04-28T20:52:53.783261+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,32938.0,53.0,,normal
2025-04-28T20:52:53.787566+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,33826.0,53.0,,normal
2025-04-28T20:52:53.788783+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2404:6800:4007:082a:0000:0000:0000:2003,UDP,65140.0,443.0,,normal
2025-04-28T20:52:53.809057+0530,2404:6800:4007:082a:0000:0000:0000:2003,2401:4900:1c26:50d3:6516:abab:079d:7ce7,UDP,443.0,65140.0,,normal
2025-04-28T20:52:53.809058+0530,2404:6800:4007:082a:0000:0000:0000:2003,2401:4900:1c26:50d3:6516:abab:079d:7ce7,UDP,443.0,65140.0,,normal
2025-04-28T20:52:53.809059+0530,2404:6800:4007:082a:0000:0000:0000:2003,2401:4900:1c26:50d3:6516:abab:079d:7ce7,UDP,443.0,65140.0,,normal
2025-04-28T20:52:54.665872+0530,fe80:0000:0000:0000:f627:56ff:fe54:1987,ff02:0000:0000:0000:0000:0000:0000:0001,IPv6-ICMP,,,,normal
2025-04-28T20:52:55.666060+0530,fe80:0000:0000:0000:0023:646b:1455:f0c7,ff02:0000:0000:0000:0000:0000:0000:00fb,UDP,5353.0,5353.0,,normal
2025-04-28T20:52:56.671341+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0280,UDP,28506.0,53.0,,normal
2025-04-28T20:52:56.671528+0530,192.168.1.12,224.0.0.251,UDP,5353.0,5353.0,,normal
2025-04-28T20:52:58.823792+0530,,,,,,,normal
2025-04-28T20:53:00.671031+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,IPv6-ICMP,,,,normal
2025-04-28T20:53:00.671061+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2606:4700:90d2:7cbc:c20d:041f:5ff2:75c4,TCP,53509.0,443.0,,normal
2025-04-28T20:53:02.666975+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0280,UDP,29363.0,53.0,,normal
2025-04-28T20:53:04.661071+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0280,UDP,1691.0,53.0,,normal
2025-04-28T20:53:04.661309+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0280,UDP,60278.0,53.0,,normal
2025-04-28T20:53:05.660655+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0280,UDP,50021.0,53.0,,normal
2025-04-28T20:53:06.663640+0530,fe80:0000:0000:0000:f627:56ff:fe54:1987,2401:4900:1c26:50d3:6516:abab:079d:7ce7,IPv6-ICMP,,,,normal
2025-04-28T20:53:06.827851+0530,,,,,,,normal
2025-04-28T20:53:07.088861+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,34084.0,53.0,,normal
2025-04-28T20:53:07.088430+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,64806.0,53.0,,normal
2025-04-28T20:53:07.094455+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,34084.0,53.0,,normal
2025-04-28T20:53:07.088766+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,33090.0,53.0,,normal
2025-04-28T20:53:07.094454+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,33090.0,53.0,,normal
2025-04-28T20:53:07.094456+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,64806.0,53.0,,normal
2025-04-28T20:53:07.096039+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2404:6800:4009:082e:0000:0000:0000:2003,UDP,55738.0,443.0,,normal
2025-04-28T20:53:07.096073+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2404:6800:4009:082e:0000:0000:0000:2003,UDP,55738.0,443.0,,normal
2025-04-28T20:53:07.096098+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2404:6800:4009:082e:0000:0000:0000:2003,UDP,55738.0,443.0,,normal
2025-04-28T20:53:07.125754+0530,2404:6800:4009:082e:0000:0000:0000:2003,2401:4900:1c26:50d3:6516:abab:079d:7ce7,UDP,443.0,55738.0,,normal
2025-04-28T20:53:07.129370+0530,2404:6800:4009:082e:0000:0000:0000:2003,2401:4900:1c26:50d3:6516:abab:079d:7ce7,UDP,443.0,55738.0,,normal
2025-04-28T20:53:07.129371+0530,2404:6800:4009:082e:0000:0000:0000:2003,2401:4900:1c26:50d3:6516:abab:079d:7ce7,UDP,443.0,55738.0,,normal
2025-04-28T20:53:07.129372+0530,2404:6800:4009:082e:0000:0000:0000:2003,2401:4900:1c26:50d3:6516:abab:079d:7ce7,UDP,443.0,55738.0,,normal
2025-04-28T20:53:07.184543+0530,2404:6800:4009:082e:0000:0000:0000:2003,2401:4900:1c26:50d3:6516:abab:079d:7ce7,UDP,443.0,55738.0,,normal
2025-04-28T20:53:07.190303+0530,2404:6800:4009:082e:0000:0000:0000:2003,2401:4900:1c26:50d3:6516:abab:079d:7ce7,UDP,443.0,55738.0,,normal
2025-04-28T20:53:07.659183+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0280,UDP,56516.0,53.0,,normal
2025-04-28T20:53:07.421764+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,35289.0,53.0,,normal
2025-04-28T20:53:07.421603+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,64269.0,53.0,,normal
2025-04-28T20:53:07.431501+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,35289.0,53.0,,normal
2025-04-28T20:53:07.421697+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,16707.0,53.0,,normal
2025-04-28T20:53:07.428242+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,64269.0,53.0,,normal
2025-04-28T20:53:07.428244+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,16707.0,53.0,,normal
2025-04-28T20:53:08.233206+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,60227.0,53.0,,normal
2025-04-28T20:53:08.233249+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,56057.0,53.0,,normal
2025-04-28T20:53:08.239905+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,60227.0,53.0,,normal
2025-04-28T20:53:08.239906+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,56057.0,53.0,,normal
2025-04-28T20:53:08.315733+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2001:4860:4802:0034:0000:0000:0000:009d,TCP,53528.0,443.0,,normal
2025-04-28T20:53:08.575864+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,11014.0,53.0,,normal
2025-04-28T20:53:08.575931+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,31578.0,53.0,,normal
2025-04-28T20:53:08.582232+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,11014.0,53.0,,normal
2025-04-28T20:53:08.333054+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2606:4700:90d2:7cbc:c20d:041f:5ff2:75c4,TCP,53529.0,443.0,,normal
2025-04-28T20:53:08.641252+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,31578.0,53.0,,normal
2025-04-28T20:53:08.629683+0530,192.168.1.12,192.168.1.1,UDP,26133.0,53.0,,normal
2025-04-28T20:53:08.636978+0530,192.168.1.12,192.168.1.1,UDP,26133.0,53.0,,normal
2025-04-28T20:53:08.575965+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,43226.0,53.0,,normal
2025-04-28T20:53:08.583747+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,43226.0,53.0,,normal
2025-04-28T20:53:09.041535+0530,2401:4900:1c26:50d3:6516:abab:079d:7ce7,2401:4900:0050:0009:0000:0000:0000:0076,UDP,54311.0,53.0,,normal
