timestamp,src_ip,dst_ip,protocol,src_port,dst_port,packet_length,flags,label
1745843493.2890491,192.168.1.12,20.42.65.88,TCP,52527.0,443.0,78,S,0
1745843493.361509,40.79.173.40,192.168.1.12,TCP,443.0,52526.0,66,A,0
1745843493.490497,40.79.173.40,192.168.1.12,TCP,443.0,52526.0,347,PA,0
1745843493.491415,192.168.1.12,40.79.173.40,TCP,52526.0,443.0,66,A,0
1745843493.508328,20.42.65.88,192.168.1.12,TCP,443.0,52527.0,74,SA,0
1745843493.509603,192.168.1.12,20.42.65.88,TCP,52527.0,443.0,66,A,0
1745843493.5104918,192.168.1.12,20.42.65.88,TCP,52527.0,443.0,583,PA,0
1745843493.7299452,20.42.65.88,192.168.1.12,TCP,443.0,52527.0,165,PA,0
1745843493.7310789,192.168.1.12,20.42.65.88,TCP,52527.0,443.0,66,A,0
1745843493.732125,192.168.1.12,20.42.65.88,TCP,52527.0,443.0,503,PA,0
1745843493.912952,192.168.1.12,40.79.173.40,TCP,52526.0,443.0,66,FA,0
1745843493.976274,20.42.65.88,192.168.1.12,TCP,443.0,52527.0,1506,A,0
1745843493.976773,20.42.65.88,192.168.1.12,TCP,443.0,52527.0,1506,A,0
1745843493.9771788,20.42.65.88,192.168.1.12,TCP,443.0,52527.0,1506,A,0
1745843493.977586,20.42.65.88,192.168.1.12,TCP,443.0,52527.0,281,PA,0
1745843493.977941,192.168.1.12,20.42.65.88,TCP,52527.0,443.0,66,A,0
1745843493.978322,192.168.1.12,20.42.65.88,TCP,52527.0,443.0,66,A,0
1745843493.980036,192.168.1.12,20.42.65.88,TCP,52527.0,443.0,1494,A,0
1745843493.980564,192.168.1.12,20.42.65.88,TCP,52527.0,443.0,705,PA,0
1745843494.056012,40.79.173.40,192.168.1.12,TCP,443.0,52526.0,66,FA,0
1745843494.057081,192.168.1.12,40.79.173.40,TCP,52526.0,443.0,66,A,0
1745843494.1971982,20.42.65.88,192.168.1.12,TCP,443.0,52527.0,66,A,0
1745843494.222672,20.42.65.88,192.168.1.12,TCP,443.0,52527.0,169,PA,0
1745843494.223234,192.168.1.12,20.42.65.88,TCP,52527.0,443.0,66,A,0
1745843494.411637,20.42.65.88,192.168.1.12,TCP,443.0,52527.0,531,FPA,0
1745843494.412431,192.168.1.12,20.42.65.88,TCP,52527.0,443.0,66,A,0
1745843494.4131992,192.168.1.12,20.42.65.88,TCP,52527.0,443.0,90,PA,0
1745843494.413485,192.168.1.12,20.42.65.88,TCP,52527.0,443.0,66,FA,0
1745843494.631139,20.42.65.88,192.168.1.12,TCP,443.0,52527.0,66,A,0
1745843500.302721,192.168.1.5,224.0.0.251,UDP,5353.0,5353.0,152,,0
1745843503.683155,192.168.1.12,17.242.13.5,TCP,61456.0,5223.0,1506,A,0
1745843503.684312,192.168.1.12,17.242.13.5,TCP,61456.0,5223.0,674,PA,0
1745843503.684769,192.168.1.12,17.242.13.5,TCP,61456.0,5223.0,1506,A,0
1745843503.685156,192.168.1.12,17.242.13.5,TCP,61456.0,5223.0,227,PA,0
1745843503.7223969,17.242.13.5,192.168.1.12,TCP,5223.0,61456.0,66,A,0
1745843503.725465,17.242.13.5,192.168.1.12,TCP,5223.0,61456.0,66,A,0
1745843505.958772,192.168.1.12,142.250.82.215,UDP,54888.0,3478.0,162,,0
1745843505.974566,142.250.82.215,192.168.1.12,UDP,3478.0,54888.0,106,,0
1745843506.2174358,192.168.1.12,17.242.13.5,TCP,61456.0,5223.0,1506,A,0
1745843506.218086,192.168.1.12,17.242.13.5,TCP,61456.0,5223.0,674,PA,0
1745843506.218444,192.168.1.12,17.242.13.5,TCP,61456.0,5223.0,1506,A,0
1745843506.218732,192.168.1.12,17.242.13.5,TCP,61456.0,5223.0,227,PA,0
1745843506.245295,192.168.1.12,224.0.0.251,UDP,5353.0,5353.0,117,,0
1745843506.247455,192.168.1.12,224.0.0.251,UDP,5353.0,5353.0,117,,0
1745843506.258799,17.242.13.5,192.168.1.12,TCP,5223.0,61456.0,66,A,0
